23337,20210326,187.85,188.47,187.45,188.4
23337,20210325,186.06,187.07,185.45,186.93
23337,20210324,187.59,188.01,185.88,185.99
23337,20210323,189.54,190.15,188.63,188.63
23337,20210322,189.58,189.59,188.75,188.93
23337,20210319,188.49,189.52,188.37,189.52
23337,20210318,189.15,189.6,188.78,189.6
23337,20210317,187.44,188.22,187.44,188.16
23337,20210316,186.49,187.79,186.46,187.79
23337,20210315,186.53,186.57,185.74,186.15
23337,20210312,185.25,186.43,185.03,186.34
23337,20210311,183.48,184.4,182.76,184.4
23337,20210310,183.35,183.64,182.85,183.14
23337,20210309,181.48,182.6,180.58,182.41
23337,20210308,183.29,183.42,181.5,181.59
23337,20210305,181.71,182.15,179.61,182.1
23337,20210304,183.68,183.68,181.47,182.65
23337,20210303,185.14,185.14,184.04,184.4
23337,20210302,185.96,186.08,184.34,184.91
23337,20210301,185.29,185.29,184.33,185.06
23337,20210226,185.2,185.37,183.61,184.53
23337,20210225,186.92,187.38,186.35,186.79
23337,20210224,187.86,187.86,185.4,185.4
23337,20210222,188.3,188.46,187.73,188.13
23337,20210219,187.6,187.86,186.07,187.14
23337,20210218,190.52,190.94,188.48,188.48
23337,20210217,189.44,190.65,189.41,190.62
23337,20210216,189.91,190.68,189.61,189.71
23337,20210215,190.21,190.41,189.6,189.63
23337,20210212,188.43,189.61,188.37,189.47
23337,20210210,187.55,188.06,187.32,187.99
23337,20210209,187.61,187.97,186.86,187.57
23337,20210208,186.51,187.2,186.01,187.12
23337,20210205,185.29,185.88,185.14,185.85
23337,20210204,185.45,185.45,184.21,184.43
23337,20210203,185.22,186.14,185.04,185.9
23337,20210202,183.27,184.69,182.92,184.52
23337,20210201,180.61,182.64,179.66,182.58
23337,20210129,183.05,183.55,180.73,181.34
23337,20210128,182.48,183.49,182.18,182.69
23337,20210127,184.47,184.59,183.89,184.36
23337,20210126,185.51,185.51,184.05,184.33
23337,20210125,185.1,185.49,184.88,185.42
23337,20210122,183.11,184.23,182.81,184.22
23337,20210121,182.41,183.25,182.41,183.13
23337,20210120,182.43,182.43,181.52,181.93
23337,20210119,182.54,182.7,181.88,182.01
23337,20210118,181.91,182.35,181.37,182.15
23337,20210115,183.75,184.17,182.45,182.74
23337,20210114,185,185.63,183.14,183.62
23337,20210113,184.07,184.88,183.93,184.88
23337,20210112,184.18,184.18,183.44,183.85
23337,20210108,183.73,184.7,183.62,184.7
23337,20210107,182.83,183.71,182.7,183.36
23337,20210106,181.61,182.87,181.41,181.99
23337,20210105,181.47,182.16,180.99,181.66
23337,20210104,182.14,182.26,179.81,181.74
23337,20201230,180.98,182.07,180.56,181.64
23337,20201229,180.3,181.45,180.1,181.45
23337,20201228,180.69,180.9,179.99,180.36
23337,20201225,180.16,180.41,179.03,179.78
23337,20201224,179.59,180.46,179.45,180.34
23337,20201223,177.99,179.24,177.88,179.1
23337,20201222,179.64,180.08,176.95,177.3
23337,20201221,181.46,181.61,180.01,180.37
23337,20201218,182.13,182.32,180.77,181.22
23337,20201217,181.3,182.21,180.99,182.12
23337,20201216,181.95,182.06,180.86,181.22
23337,20201215,182.02,182.47,180.79,181.05
23337,20201214,180.48,181.79,180.48,181.7
23337,20201211,178.32,180.03,178.32,179.99
23337,20201210,178.02,178.4,177.71,177.83
23337,20201209,178.03,178.45,177.92,178.37
23337,20201208,175.96,177.98,175.78,177.74
23337,20201207,177.61,177.7,175.52,175.88
23337,20201204,177.41,177.61,176.44,177.47
23337,20201203,178.51,178.63,177.37,177.51
23337,20201202,179.25,179.31,177.92,178.81
23337,20201201,179.04,179.82,178.6,179.06
23337,20201130,179.71,179.77,177.9,177.9
23337,20201127,177.12,178.69,177.03,178.39
23337,20201126,175.75,176.96,175.44,176.83
23337,20201125,176.23,176.63,175.12,175.3
23337,20201124,174.28,175.45,174.18,175.44
23337,20201120,172.96,173.18,172.45,173.12
23337,20201119,172.59,173.08,172.3,173.08
23337,20201118,172.58,173.42,172.44,172.84
23337,20201117,174.21,174.31,172.26,172.73
23337,20201116,173.56,174.23,172.8,173.97
23337,20201113,172.79,173.19,172.34,172.91
23337,20201112,173.11,174.13,172.61,173.21
23337,20201111,171.68,172.95,171.13,172.76
23337,20201110,175.83,175.83,171.28,171.61
23337,20201109,175.36,176.25,175.34,176.18
23337,20201106,173.85,174.49,173.35,174.25
23337,20201105,172.07,173.87,172.07,173.68
23337,20201104,170.49,171.46,169.91,171.45
23337,20201102,169.73,170.1,168.62,169.07
23337,20201030,171.49,171.75,169.17,169.54
23337,20201029,170.35,171.74,169.42,171.49
23337,20201028,171.3,171.93,171.09,171.68
23337,20201027,169.6,171.64,168.76,171.61
23337,20201026,172.78,173.1,170.84,170.84
23337,20201023,172.63,172.67,170.29,172.51
23337,20201022,174.33,174.61,172.48,172.5
23337,20201021,174.46,175.31,174.39,174.57
23337,20201020,173.34,174.32,173.34,174.01
23337,20201019,173.51,173.93,172.67,173.81
23337,20201016,172.62,174.27,172.37,172.98
23337,20201015,174.41,174.57,172.84,173.01
23337,20201014,174.1,174.58,173.96,174.53
23337,20201013,174.49,174.69,173.89,174.19
23337,20201012,174.44,174.58,173.87,174.44
23337,20201009,172.84,173.85,172.82,173.83
23337,20201008,172.53,172.75,172.17,172.54
23337,20201007,171.33,172.28,171.3,172.16
23337,20201006,171.47,171.98,170.88,171.95
23337,20201005,169.87,170.92,169.87,170.83
23337,20201002,172.44,172.44,168.86,169.05
23337,20201001,172.09,172.09,172.09,172.09
23337,20200930,172.58,173.3,172.01,172.09
23337,20200929,170.84,172.68,170.81,172.6
23337,20200928,170.52,170.8,169.7,170.78
23337,20200925,169.77,169.95,169.39,169.83
23337,20200924,170.93,171.05,169.13,169.37
23337,20200923,170.79,171.77,170.76,171.59
23337,20200918,169.56,170.83,169.56,170.74
23337,20200917,170.06,170.15,169.32,169.7
23337,20200916,169.27,170.3,169.17,170.16
23337,20200915,168.35,169.24,168.32,169.19
23337,20200914,168.06,168.64,167.74,168.41
23337,20200911,166.06,167.59,166.06,167.5
23337,20200910,166.86,167.22,166.45,166.57
23337,20200909,164.97,166.21,164.93,166.07
23337,20200908,165.67,166.21,164.55,166.19
23337,20200907,166.16,166.29,165.29,165.43
23337,20200904,165.87,166.66,165.35,166.17
23337,20200903,168.64,168.76,167.32,167.8
23337,20200902,167.64,168.02,167.29,167.95
23337,20200901,166.48,167.55,165.86,167.55
23337,20200831,164.74,166.89,164.74,166.6
23337,20200828,166.46,166.68,162.69,163.41
23337,20200827,167.63,167.63,166.55,166.73
23337,20200826,167.41,167.76,166.96,167.54
23337,20200825,168.55,168.55,167.38,167.47
23337,20200824,167.44,167.71,167.18,167.62
23337,20200821,166.43,167.09,166.29,166.98
23337,20200820,167.07,167.07,165.75,166.26
23337,20200819,166.4,167.08,166.23,166.98
23337,20200818,165.55,166.16,165.27,166.16
23337,20200817,166.28,166.31,165.18,165.24
23337,20200814,165.6,166.32,165.22,166.27
23337,20200813,165.21,165.59,164.54,165.33
23337,20200812,165.34,165.34,163.77,164.25
23337,20200811,165.15,165.81,164.45,165.46
23337,20200807,164.77,165.02,164.26,165.02
23337,20200806,164.5,164.89,164.22,164.54
23337,20200805,162.89,164.26,162.49,164.23
23337,20200804,162.46,162.96,162.09,162.96
23337,20200803,159.79,161.65,159.79,161.65
23337,20200731,161.44,161.65,158.9,159.03
23337,20200730,162.1,163.27,161.48,161.54
23337,20200729,163.64,163.72,161.65,161.85
23337,20200728,164.74,165.25,164.13,164.22
23337,20200727,163.76,164.29,163.36,164.21
23337,20200722,163.82,164.47,163.33,164.32
23337,20200721,162.63,163.74,162.63,163.74
23337,20200720,162.8,162.91,161.44,162.16
23337,20200717,162.8,163.44,162.03,162.58
23337,20200716,163.21,163.24,162.35,162.49
