6819,20201230,93,94,92,94,21500
6819,20201229,92,94,92,94,33200
6819,20201228,92,93,91,91,42300
6819,20201225,92,93,92,93,97000
6819,20201224,92,93,92,92,35500
6819,20201223,93,93,92,92,33400
6819,20201222,94,94,93,93,34100
6819,20201221,94,94,93,93,19100
6819,20201218,94,95,94,94,19200
6819,20201217,96,96,94,94,32200
6819,20201216,95,96,94,95,25400
6819,20201215,95,96,94,95,39200
6819,20201214,95,96,95,95,11200
6819,20201211,95,96,95,95,11800
6819,20201210,95,96,95,96,20200
6819,20201209,96,96,95,95,16300
6819,20201208,96,96,95,95,10500
6819,20201207,95,96,95,95,10400
6819,20201204,97,97,95,95,40500
6819,20201203,96,97,95,96,27200
6819,20201202,95,98,95,95,58400
6819,20201201,94,96,94,94,25000
6819,20201130,95,96,94,95,19400
6819,20201127,94,97,94,95,46100
6819,20201126,94,96,94,95,115400
6819,20201125,97,98,95,97,38000
6819,20201124,97,98,97,98,21900
6819,20201120,98,99,97,98,23000
6819,20201119,99,100,98,98,14800
6819,20201118,99,99,98,98,20900
6819,20201117,101,101,98,99,32200
6819,20201116,99,100,97,100,49000
6819,20201113,99,100,98,98,32000
6819,20201112,101,101,98,100,68400
6819,20201111,101,101,100,100,12300
6819,20201110,103,104,99,101,147800
6819,20201109,101,101,97,98,46500
6819,20201106,99,101,99,100,37700
6819,20201105,100,100,99,100,14300
6819,20201104,100,100,98,99,11500
6819,20201102,99,100,98,99,14400
6819,20201030,100,101,97,98,93100
6819,20201029,99,101,99,101,15600
6819,20201028,101,101,100,100,6100
6819,20201027,99,101,99,100,39000
6819,20201026,99,100,99,99,13900
6819,20201023,100,100,99,99,63800
6819,20201022,102,102,100,100,19300
6819,20201021,103,104,102,102,43500
6819,20201020,102,102,101,101,30300
6819,20201019,103,104,102,102,20100
6819,20201016,105,105,103,103,41500
6819,20201015,105,106,104,104,33200
6819,20201014,106,106,104,104,16600
6819,20201013,105,109,105,105,201900
6819,20201012,103,105,103,105,12600
6819,20201009,103,104,103,103,9000
6819,20201008,104,104,103,103,9200
6819,20201007,105,105,103,103,10600
6819,20201006,104,104,103,103,18700
6819,20201005,103,106,103,103,60600
6819,20201002,102,103,101,101,28100
6819,20200930,102,104,102,103,14100
6819,20200929,103,103,102,102,8400
6819,20200928,103,103,102,103,18900
6819,20200925,103,104,102,103,35200
6819,20200924,106,106,103,104,32300
6819,20200923,103,106,103,105,62200
6819,20200918,101,103,101,103,72300
6819,20200917,101,102,100,101,46000
6819,20200916,101,101,99,101,27100
6819,20200915,101,101,99,100,19800
6819,20200914,101,101,100,100,32900
6819,20200911,100,102,100,101,81300
6819,20200910,99,103,99,100,168600
6819,20200909,99,101,98,99,33100
6819,20200908,104,110,99,101,599900
6819,20200907,98,100,98,100,39500
6819,20200904,99,99,96,98,55200
6819,20200903,99,100,99,100,22600
6819,20200902,99,101,99,101,24900
6819,20200901,101,101,99,100,65100
6819,20200831,99,102,99,101,37800
6819,20200828,100,101,97,99,263700
6819,20200827,96,100,96,99,180900
6819,20200826,96,97,95,96,35700
6819,20200825,96,98,96,96,55300
6819,20200824,96,96,94,96,42600
6819,20200821,96,97,95,96,68600
6819,20200820,97,97,94,96,31400
6819,20200819,94,98,94,95,44200
6819,20200818,94,95,93,95,37800
6819,20200817,93,93,92,93,18800
6819,20200814,93,94,92,93,37100
6819,20200813,91,94,91,93,44200
6819,20200812,92,93,90,93,26300
6819,20200811,92,93,91,91,29200
6819,20200807,91,92,90,91,10000
6819,20200806,91,92,90,90,7400
6819,20200805,91,92,91,92,6700
6819,20200804,90,92,90,91,12800
6819,20200803,89,91,88,90,33100
6819,20200731,93,93,88,89,56500
6819,20200730,93,94,92,93,40000
6819,20200729,95,95,93,93,30800
6819,20200728,96,96,94,95,21300
6819,20200727,94,96,94,96,39900
6819,20200722,97,97,95,95,14700
6819,20200721,95,97,95,96,11900
6819,20200720,95,97,95,95,19400
6819,20200717,97,97,96,96,31300
6819,20200716,97,98,96,97,52500
6819,20200715,98,99,96,97,56700
6819,20200714,97,97,95,96,71000
6819,20200713,98,98,95,96,244400
6819,20200710,96,118,94,95,2405400
6819,20200709,97,98,96,96,36200
6819,20200708,96,98,96,96,22500
6819,20200707,98,98,96,97,47500
6819,20200706,96,99,96,98,60200
6819,20200703,98,99,97,98,29100
6819,20200702,100,100,96,97,66500
6819,20200701,99,100,99,99,21400
6819,20200630,100,101,98,99,48700
6819,20200629,99,100,98,99,24700
6819,20200626,105,109,98,100,351100
6819,20200625,102,102,99,100,59800
6819,20200624,104,105,102,102,49600
6819,20200623,102,105,101,104,134100
6819,20200622,101,102,100,101,36500
6819,20200619,101,103,100,101,50400
6819,20200618,100,101,99,100,24000
6819,20200617,101,102,99,100,22400
6819,20200616,98,101,98,101,35500
6819,20200615,99,100,97,98,54000
6819,20200612,94,102,92,99,190900
6819,20200611,103,104,98,99,135800
6819,20200610,103,104,103,103,76800
6819,20200609,106,106,103,105,102500
6819,20200608,105,106,102,106,156300
6819,20200605,104,104,102,104,45200
6819,20200604,104,105,103,104,76100
6819,20200603,105,105,103,104,64400
6819,20200602,107,113,102,104,404900
6819,20200601,103,104,101,102,127500
6819,20200529,109,109,102,105,218700
6819,20200528,114,114,107,109,181800
6819,20200527,114,119,111,114,463400
6819,20200526,102,125,101,111,3037800
6819,20200525,97,101,96,99,125300
6819,20200522,94,96,93,96,74000
6819,20200521,93,95,93,94,42800
6819,20200520,92,93,92,92,22200
6819,20200519,92,94,92,92,35800
6819,20200518,93,93,90,91,38700
6819,20200515,93,97,89,91,129600
6819,20200514,95,98,91,92,157100
6819,20200513,89,98,88,95,265500
6819,20200512,87,90,86,90,70500
6819,20200511,86,87,85,87,129600
6819,20200508,84,85,84,85,34300
6819,20200507,85,85,83,84,94600
6819,20200501,89,99,81,83,1131600
6819,20200430,84,85,84,84,58900
6819,20200428,85,85,83,83,13200
6819,20200427,83,84,83,83,12700
6819,20200424,80,84,80,83,85900
6819,20200423,81,81,80,81,20500
6819,20200422,81,82,79,79,47000
6819,20200421,87,87,82,83,41800
6819,20200420,84,87,84,87,25200
6819,20200417,84,86,84,84,54600
6819,20200416,84,84,83,83,31400
6819,20200415,82,85,82,85,21400
6819,20200414,82,84,82,83,32100
6819,20200413,81,82,81,81,13400
6819,20200410,82,83,81,82,32300
6819,20200409,81,83,77,83,94200
6819,20200408,79,82,78,81,38600
6819,20200407,81,81,79,79,40000
6819,20200406,79,80,78,80,32000
6819,20200403,80,80,78,79,33400
6819,20200402,78,80,78,79,30800
6819,20200401,84,84,79,79,52700
6819,20200331,86,86,83,84,16000
6819,20200330,84,85,83,84,89400
6819,20200327,92,93,88,91,93600
6819,20200326,91,91,88,91,52500
6819,20200325,89,93,89,93,75300
6819,20200324,83,87,83,87,66200
6819,20200323,84,85,81,83,31200
6819,20200319,82,82,80,82,27800
6819,20200318,80,82,78,80,88500
6819,20200317,72,78,72,78,61700
6819,20200316,77,80,75,75,110500
6819,20200313,74,78,72,76,196700
6819,20200312,84,87,81,83,103900
6819,20200311,90,93,89,92,48400
6819,20200310,83,91,77,91,248000
6819,20200309,92,95,88,89,156100
6819,20200306,98,99,95,97,81900
6819,20200305,99,100,98,100,25600
6819,20200304,95,100,92,98,60300
6819,20200303,99,102,96,97,92200
6819,20200302,89,98,89,98,143400
6819,20200228,91,94,90,91,185300
6819,20200227,104,104,98,100,152600
6819,20200226,105,106,101,104,107300
6819,20200225,108,109,106,107,89200
6819,20200221,113,114,111,113,78400
6819,20200220,116,116,115,115,36400
6819,20200219,115,117,114,117,14600
6819,20200218,117,117,115,116,35000
6819,20200217,118,118,116,116,73900
6819,20200214,120,120,119,119,46100
6819,20200213,120,122,120,122,26000
6819,20200212,121,121,119,120,50300
6819,20200210,121,122,121,121,14600
6819,20200207,122,122,121,121,15300
6819,20200206,120,121,119,121,33300
6819,20200205,121,121,119,121,38300
6819,20200204,120,121,119,120,18400
6819,20200203,120,121,119,120,42500
6819,20200131,120,122,120,122,26400
6819,20200130,121,121,119,120,32600
6819,20200129,120,121,119,120,56400
6819,20200128,121,122,119,120,81700
6819,20200127,123,124,121,122,86300
6819,20200124,127,127,126,126,6500
6819,20200123,126,127,126,127,8600
6819,20200122,125,127,125,126,39300
6819,20200121,128,129,127,127,34000
6819,20200120,129,129,127,128,25100
6819,20200117,129,129,127,129,23800
6819,20200116,126,128,126,128,49600
6819,20200115,128,128,126,127,30900
6819,20200114,126,128,126,128,40200
6819,20200110,124,127,124,126,106600
6819,20200109,123,124,122,124,16200
6819,20200108,123,123,121,122,93700
6819,20200107,125,125,123,125,67300
6819,20200106,123,125,122,125,53700
