7602,20201203,246,246,240,243,16500
7602,20201202,244,251,244,245,6600
7602,20201201,249,249,245,247,5600
7602,20201130,254,254,244,245,10700
7602,20201127,244,253,244,251,8300
7602,20201126,246,248,241,247,13800
7602,20201125,254,254,247,248,10600
7602,20201124,250,256,248,249,9700
7602,20201120,247,251,247,251,1300
7602,20201119,249,251,247,247,7000
7602,20201118,249,251,247,249,5600
7602,20201117,251,252,247,249,9500
7602,20201116,256,260,249,249,16300
7602,20201113,257,257,250,252,13000
7602,20201112,274,274,250,258,36800
7602,20201111,263,268,258,266,23000
7602,20201110,261,261,257,258,7700
7602,20201109,259,262,258,258,13500
7602,20201106,257,258,255,257,9700
7602,20201105,259,259,256,257,15200
7602,20201104,274,317,254,257,227800
7602,20201102,273,273,262,268,12400
7602,20201030,273,277,269,269,17500
7602,20201029,267,283,267,279,42400
7602,20201028,271,278,270,275,13400
7602,20201027,272,275,267,275,2900
7602,20201026,268,274,261,273,22400
7602,20201023,275,275,271,273,4900
7602,20201022,279,279,274,274,7700
7602,20201021,277,279,277,279,2400
7602,20201020,282,286,276,277,11500
7602,20201019,284,296,273,279,26000
7602,20201016,290,290,282,286,9500
7602,20201015,292,298,285,287,59300
7602,20201014,293,298,291,297,15100
7602,20201013,292,297,287,294,27400
7602,20201012,298,301,289,290,36400
7602,20201009,290,290,280,289,14100
7602,20201008,298,298,289,290,10700
7602,20201007,295,297,286,295,25400
7602,20201006,297,308,287,295,75900
7602,20201005,286,317,278,290,94600
7602,20201203,246,246,240,243,16500
7602,20201202,244,251,244,245,6600
7602,20201201,249,249,245,247,5600
7602,20201130,254,254,244,245,10700
7602,20201127,244,253,244,251,8300
7602,20201126,246,248,241,247,13800
7602,20201125,254,254,247,248,10600
7602,20201124,250,256,248,249,9700
7602,20201120,247,251,247,251,1300
7602,20201119,249,251,247,247,7000
7602,20201118,249,251,247,249,5600
7602,20201117,251,252,247,249,9500
7602,20201116,256,260,249,249,16300
7602,20201113,257,257,250,252,13000
7602,20201112,274,274,250,258,36800
7602,20201111,263,268,258,266,23000
7602,20201110,261,261,257,258,7700
7602,20201109,259,262,258,258,13500
